04-Feb-2023 00:57:31.998,29.98645,31.27909,3.84
04-Feb-2023 00:57:32.998,29.98646,31.27913,3.96
04-Feb-2023 00:57:33.998,29.98647,31.27917,3.95
04-Feb-2023 00:57:34.998,29.98648,31.27921,4.57
04-Feb-2023 00:57:35.998,29.9865,31.27928,5.4
04-Feb-2023 00:57:36.998,29.98652,31.27934,5.63
04-Feb-2023 00:57:37.998,29.98654,31.27941,6.53
04-Feb-2023 00:57:38.998,29.98657,31.27948,6.39
04-Feb-2023 00:57:39.998,29.98659,31.27956,6.75
04-Feb-2023 00:57:40.998,29.98658,31.27962,6.54
04-Feb-2023 00:57:41.998,29.9866,31.2797,7.04
04-Feb-2023 00:57:42.998,29.98662,31.27977,7.16
04-Feb-2023 00:57:43.998,29.98664,31.27984,7.42
04-Feb-2023 00:57:44.998,29.98665,31.27992,7.57
04-Feb-2023 00:57:45.998,29.98668,31.28,7.85
04-Feb-2023 00:57:46.998,29.9867,31.28009,8.25
04-Feb-2023 00:57:47.998,29.98673,31.28018,8.44
04-Feb-2023 00:57:48.998,29.98676,31.28026,8.59
04-Feb-2023 00:57:49.998,29.98678,31.28034,8.74
04-Feb-2023 00:57:50.998,29.98681,31.28043,8.81
04-Feb-2023 00:57:51.998,29.98683,31.28052,8.9
04-Feb-2023 00:57:52.998,29.98685,31.2806,8.94
04-Feb-2023 00:57:53.998,29.98688,31.28068,9.05
04-Feb-2023 00:57:54.998,29.98689,31.28078,9.11
04-Feb-2023 00:57:55.998,29.98692,31.28087,9.27
04-Feb-2023 00:57:56.998,29.98693,31.28096,9.37
04-Feb-2023 00:57:57.998,29.98696,31.28106,9.48
04-Feb-2023 00:57:58.998,29.98698,31.28115,9.59
04-Feb-2023 00:57:59.998,29.98701,31.28124,9.65
04-Feb-2023 00:58:00.998,29.98703,31.28134,9.5
04-Feb-2023 00:58:01.998,29.98705,31.28143,9.39
04-Feb-2023 00:58:02.998,29.98708,31.28152,9.08
04-Feb-2023 00:58:03.996,29.9871,31.28161,8.67
04-Feb-2023 00:58:04.997,29.98711,31.28169,8.18
04-Feb-2023 00:58:05.997,29.98713,31.28177,7.71
04-Feb-2023 00:58:06.997,29.98714,31.28183,7.01
04-Feb-2023 00:58:07.997,29.98715,31.28191,7.47
04-Feb-2023 00:58:08.997,29.98717,31.28198,7.15
04-Feb-2023 00:58:09.997,29.98718,31.28205,7.1
04-Feb-2023 00:58:10.997,29.9872,31.28212,6.68
04-Feb-2023 00:58:11.997,29.98722,31.28218,6.01
