Timestamp, Speed
2023-02-04 00:48:39.164832,13.0 kilometer_per_hour
2023-02-04 00:48:39.204905,13.0 kilometer_per_hour
2023-02-04 00:48:39.244819,13.0 kilometer_per_hour
2023-02-04 00:48:39.284789,13.0 kilometer_per_hour
2023-02-04 00:48:39.325599,13.0 kilometer_per_hour
2023-02-04 00:48:39.364800,13.0 kilometer_per_hour
2023-02-04 00:48:39.405271,13.0 kilometer_per_hour
2023-02-04 00:48:39.444770,13.0 kilometer_per_hour
2023-02-04 00:48:39.484872,13.0 kilometer_per_hour
2023-02-04 00:48:39.525339,13.0 kilometer_per_hour
2023-02-04 00:48:39.564868,14.0 kilometer_per_hour
2023-02-04 00:48:39.604790,14.0 kilometer_per_hour
2023-02-04 00:48:39.645725,14.0 kilometer_per_hour
2023-02-04 00:48:39.684790,14.0 kilometer_per_hour
2023-02-04 00:48:39.724865,14.0 kilometer_per_hour
2023-02-04 00:48:39.765643,14.0 kilometer_per_hour
2023-02-04 00:48:39.804902,14.0 kilometer_per_hour
2023-02-04 00:48:39.845430,14.0 kilometer_per_hour
2023-02-04 00:48:39.884966,14.0 kilometer_per_hour
2023-02-04 00:48:39.925115,14.0 kilometer_per_hour
2023-02-04 00:48:39.965534,14.0 kilometer_per_hour
2023-02-04 00:48:40.005072,14.0 kilometer_per_hour
2023-02-04 00:48:40.045150,14.0 kilometer_per_hour
2023-02-04 00:48:40.086104,14.0 kilometer_per_hour
2023-02-04 00:48:40.125206,14.0 kilometer_per_hour
2023-02-04 00:48:40.165114,14.0 kilometer_per_hour
2023-02-04 00:48:40.205181,14.0 kilometer_per_hour
2023-02-04 00:48:40.245241,14.0 kilometer_per_hour
2023-02-04 00:48:40.285730,14.0 kilometer_per_hour
2023-02-04 00:48:40.325268,15.0 kilometer_per_hour
2023-02-04 00:48:40.365022,15.0 kilometer_per_hour
2023-02-04 00:48:40.405747,15.0 kilometer_per_hour
2023-02-04 00:48:40.445357,15.0 kilometer_per_hour
2023-02-04 00:48:40.485323,15.0 kilometer_per_hour
2023-02-04 00:48:40.525355,15.0 kilometer_per_hour
2023-02-04 00:48:40.565258,15.0 kilometer_per_hour
2023-02-04 00:48:40.605357,15.0 kilometer_per_hour
2023-02-04 00:48:40.645291,15.0 kilometer_per_hour
2023-02-04 00:48:40.685408,15.0 kilometer_per_hour
2023-02-04 00:48:40.725742,15.0 kilometer_per_hour
2023-02-04 00:48:40.765348,15.0 kilometer_per_hour
2023-02-04 00:48:40.805461,15.0 kilometer_per_hour
